"","n.gram","counts"
"6481","forecast",14
"6482","foreclosure",3
"6483","foreclosures",4
"6484","foreign",35
"6485","foreigners",5
"6486","foreman",2
"6487","foremost",4
"6488","forensic",2
"6489","foresight",2
"6490","forest",20
"6491","forests",3
"6492","forever",36
"6493","forged",3
"6494","forget",55
"6495","forgets",2
"6496","forgetting",4
"6497","forgive",10
"6498","forgiven",6
"6499","forgiveness",7
"6500","forgiving",3
"6501","forgo",2
"6502","forgot",22
"6503","forgotten",29
"6504","fork",7
"6505","forks",2
"6506","form",70
"6507","formal",16
"6508","formally",9
"6509","format",13
"6510","formation",2
"6511","formats",2
"6512","formed",17
"6513","former",106
"6514","formerly",10
"6515","formidable",4
"6516","forming",7
"6517","forms",22
"6518","formula",13
"6519","formulated",2
"6520","forsaken",2
"6521","forum",14
"6522","forward",104
"6523","forwards",4
"6524","fossils",3
"6525","foster",18
"6526","foueen",5
"6527","fought",10
"6528","fouh",50
"6529","foul",5
"6530","founate",5
"6531","founately",12
"6532","found",264
"6533","foundatio",2
"6534","foundation",34
"6535","foundational",2
"6536","foundations",4
"6537","founded",14
"6538","founder",16
"6539","founders",4
"6540","founding",4
"6541","foune",9
"6542","founes",5
"6543","fountain",5
"6544","four",204
"6545","fowhyte",3
"6546","fowler",2
"6547","fox",22
"6548","foy",10
"6549","fr",5
"6550","fra",3
"6551","fracas",2
"6552","fracking",3
"6553","fracture",5
"6554","fractured",3
"6555","fractures",2
"6556","fragile",6
"6557","fragmented",2
"6558","fragments",2
"6559","fragrances",2
"6560","fragrant",4
"6561","frame",25
"6562","framed",4
"6563","frames",6
"6564","framework",4
"6565","fran",2
"6566","franc",2
"6567","france",25
"6568","frances",2
"6569","franchise",10
"6570","francis",7
"6571","francisco",28
"6572","francois",2
"6573","frank",31
"6574","franken",2
"6575","frankie",3
"6576","franklin",8
"6577","frankly",8
"6578","frantic",4
"6579","fraternal",4
"6580","fraud",17
"6581","fraudulent",3
"6582","frayed",2
"6583","frazier",2
"6584","freak",9
"6585","freaked",4
"6586","freaki",3
"6587","freakin",4
"6588","freaking",5
"6589","freakishly",2
"6590","fred",4
"6591","freddie",11
"6592","freddy",2
"6593","frederick",4
"6594","free",214
"6595","freebie",3
"6596","freed",4
"6597","freedom",40
"6598","freeing",2
"6599","freely",8
"6600","freeway",7
"6601","freewheeling",2
"6602","freeze",9
"6603","freezer",9
"6604","freezing",7
"6605","french",57
"6606","frenzy",3
"6607","frequency",2
"6608","frequent",21
"6609","frequented",5
"6610","frequently",11
"6611","frese",3
"6612","fresh",73
"6613","freshly",3
"6614","freshman",14
"6615","freshmen",2
"6616","fresno",2
"6617","fret",3
"6618","fretless",2
"6619","fri",4
"6620","friday",139
"6621","fridays",3
"6622","fridge",19
"6623","fried",13
"6624","friend",165
"6625","friendly",21
"6626","friends",192
"6627","friendship",14
"6628","friendships",4
"6629","fries",9
"6630","frightening",4
"6631","frighteningly",2
"6632","frills",2
"6633","fringe",4
"6634","frites",3
"6635","frito",2
"6636","frivolous",3
"6637","frizzy",3
"6638","frog",4
"6639","frogs",7
"6640","front",130
"6641","fronted",2
"6642","frontier",5
"6643","frontiers",2
"6644","fronts",2
"6645","frost",4
"6646","frosting",4
"6647","frown",3
"6648","froze",2
"6649","frozen",13
"6650","fruit",33
"6651","fruits",4
"6652","fruity",8
"6653","frustrated",8
"6654","frustrating",13
"6655","frustration",12
"6656","frustrations",2
"6657","fry",11
"6658","frying",7
"6659","ft",7
"6660","fuck",26
"6661","fucked",2
"6662","fucker",2
"6663","fucking",23
"6664","fudge",4
"6665","fuel",23
"6666","fueled",2
"6667","fueling",3
"6668","fugitive",4
"6669","fuhering",2
"6670","fuhermore",4
"6671","fulfil",2
"6672","fulfill",4
"6673","fulfilled",6
"6674","fulfilling",6
"6675","fulfillment",2
"6676","full",206
"6677","fulleon",3
"6678","fuller",4
"6679","fullers",2
"6680","fully",30
"6681","fumbled",2
"6682","fumes",2
"6683","fun",194
"6684","function",16
"6685","functional",5
"6686","functioning",6
"6687","functions",7
"6688","fund",43
"6689","fundamental",8
"6690","fundamentally",3
"6691","fundamentals",4
"6692","funded",10
"6693","funding",29
"6694","fundraiser",9
"6695","fundraising",6
"6696","funds",29
"6697","funeral",11
"6698","funerals",4
"6699","fungal",2
"6700","funky",4
"6701","funnier",4
"6702","funniest",3
"6703","funny",67
"6704","fur",4
"6705","furious",3
"6706","furnish",3
"6707","furnished",2
"6708","furnishings",2
"6709","furniture",17
"6710","fury",5
"6711","fusion",7
"6712","fuss",4
"6713","futile",3
"6714","futility",2
"6715","future",111
"6716","futures",2
"6717","fuzzy",4
"6718","g",69
"6719","ga",8
"6720","gabby",2
"6721","gabe",2
"6722","gabriel",4
"6723","gabriella",2
"6724","gaby",4
"6725","gadget",4
"6726","gadhafi",6
"6727","gaffney",3
"6728","gaga",6
"6729","gah",4
"6730","gain",26
"6731","gained",18
"6732","gaining",14
"6733","gains",8
"6734","gal",6
"6735","gala",3
"6736","galactic",2
"6737","galaxy",8
"6738","galen",3
"6739","galleries",3
"6740","gallery",11
"6741","gallon",12
"6742","gallons",8
"6743","gallup",2
"6744","galore",3
"6745","gals",3
"6746","galt",2
"6747","galvanized",2
"6748","galway",2
"6749","gamay",2
"6750","gamble",3
"6751","gambling",5
"6752","game",276
"6753","gameday",2
"6754","gameplay",4
"6755","gamer",3
"6756","gamers",2
"6757","games",131
"6758","gaming",14
"6759","gamma",2
"6760","gammicchia",3
"6761","gandhi",2
"6762","ganer",2
"6763","gang",17
"6764","gangs",5
"6765","gangster",2
"6766","gangsters",2
"6767","gap",6
"6768","gaps",4
"6769","garage",18
"6770","garagiola",2
"6771","garbage",9
"6772","garber",2
"6773","garbo",2
"6774","garc",2
"6775","garcia",4
"6776","garde",3
"6777","garden",60
"6778","gardener",3
"6779","gardeners",4
"6780","gardening",11
"6781","gardens",8
"6782","gardiner",2
"6783","gardner",2
"6784","garfield",3
"6785","garish",2
"6786","garland",3
"6787","garlic",27
"6788","garments",4
"6789","garnered",2
"6790","garnish",4
"6791","garrett",6
"6792","garrosh",3
"6793","gary",14
"6794","gas",44
"6795","gasoline",8
"6796","gasp",3
"6797","gasping",2
"6798","gate",13
"6799","gates",8
"6800","gateshead",7
"6801","gateway",7
"6802","gather",8
"6803","gathered",16
"6804","gathering",10
"6805","gatherings",2
"6806","gauge",6
"6807","gauntlet",2
"6808","gauntlets",2
"6809","gave",124
"6810","gavin",4
"6811","gawd",2
"6812","gay",32
"6813","gayle",2
"6814","gaylord",2
"6815","gayo",2
"6816","gays",2
"6817","gazebo",3
"6818","gazing",2
"6819","gazpacho",2
"6820","gb",4
"6821","gd",3
"6822","gdi",2
"6823","gdp",5
"6824","ge",3
"6825","gear",20
"6826","geared",4
"6827","gearing",3
"6828","gears",3
"6829","ged",2
"6830","gee",3
"6831","geek",6
"6832","geeky",2
"6833","geithner",4
"6834","gem",4
"6835","gemini",2
"6836","gems",6
"6837","gen",5
"6838","gender",24
"6839","gene",4
"6840","general",105
"6841","generally",36
"6842","generals",4
"6843","generate",10
"6844","generated",9
"6845","generating",7
"6846","generation",30
"6847","generations",12
"6848","generators",3
"6849","generic",5
"6850","generosity",3
"6851","generous",18
"6852","generously",5
"6853","genetic",3
"6854","genetically",2
"6855","geneva",2
"6856","genitals",3
"6857","genius",7
"6858","geniuses",3
"6859","gennaro",3
"6860","genoa",3
"6861","genocide",3
"6862","genre",23
"6863","genres",6
"6864","gentle",21
"6865","gentleman",3
"6866","gentlemen",3
"6867","gently",14
"6868","gentrified",4
"6869","gents",2
"6870","genuine",12
"6871","genuinely",3
"6872","geographic",6
"6873","geographical",2
"6874","geography",2
"6875","geological",2
"6876","geologists",2
"6877","geology",2
"6878","george",47
"6879","georges",2
"6880","georgetown",6
"6881","georgia",20
"6882","georgian",3
"6883","gerald",10
"6884","gerard",2
"6885","germ",2
"6886","german",18
"6887","germany",20
"6888","germs",3
"6889","gerry",2
"6890","gerude",4
"6891","gesture",4
"6892","gestures",2
"6893","get",1036
"6894","gets",106
"6895","gettin",2
"6896","getting",240
"6897","getty",2
"6898","geyer",2
"6899","ghana",6
"6900","ghost",20
"6901","ghostly",2
"6902","ghosts",6
"6903","giant",31
"6904","giants",13
"6905","gibbes",2
"6906","gibbs",2
"6907","gibson",8
"6908","giddy",4
"6909","gif",2
"6910","gift",71
"6911","gifted",5
"6912","gifts",28
"6913","gig",4
"6914","gigantic",4
"6915","giggle",7
"6916","giggling",4
"6917","gigs",4
"6918","gil",2
"6919","gilbe",4
"6920","gilbeo",4
"6921","gill",3
"6922","gillette",2
"6923","gin",4
"6924","gina",2
"6925","ginger",8
"6926","gingerbread",4
"6927","gingrich",9
"6928","ginny",3
"6929","girl",138
"6930","girlfriend",15
"6931","girlfriends",3
"6932","girls",64
"6933","girly",3
"6934","git",2
"6935","give",260
"6936","giveaway",16
"6937","given",152
"6938","givenchy",2
"6939","giver",2
"6940","gives",63
"6941","giving",93
"6942","glad",44
"6943","gladiator",2
"6944","gladiators",2
"6945","gladney",6
"6946","glamorous",4
"6947","glamour",6
"6948","glance",9
"6949","glanced",4
"6950","gland",2
"6951","glare",5
"6952","glaring",2
"6953","glass",51
"6954","glassboro",3
"6955","glasses",18
"6956","glaze",9
"6957","gleaned",2
"6958","glee",3
"6959","glen",4
"6960","glendale",4
"6961","glenelg",2
"6962","glenn",2
"6963","glide",2
"6964","glimpse",6
"6965","glimpses",2
"6966","glisan",3
"6967","glistening",3
"6968","glitter",9
"6969","glitters",2
"6970","gloat",2
"6971","global",41
"6972","globalization",2
"6973","globally",4
"6974","globe",18
"6975","glorify",2
"6976","glorifying",2
"6977","glorious",10
"6978","glory",18
"6979","glossy",7
"6980","gloucester",8
"6981","glove",5
"6982","gloves",14
"6983","glow",5
"6984","glowing",6
"6985","glue",6
"6986","glued",4
"6987","gluten",10
"6988","glynn",2
"6989","gm",9
"6990","gmac",2
"6991","gmail",4
"6992","gnats",2
"6993","gnostic",2
"6994","gnosticism",2
"6995","go",609
"6996","goal",61
"6997","goalie",6
"6998","goalkeeper",3
"6999","goals",29
"7000","goat",17
"7001","goats",5
"7002","god",308
"7003","goddamn",3
"7004","goddamned",2
"7005","goddess",2
"7006","goddesses",3
"7007","godly",3
"7008","godmother",2
"7009","gods",11
"7010","godspell",2
"7011","godwin",2
"7012","godwits",2
"7013","goes",105
"7014","goin",2
"7015","going",577
"7016","goings",2
"7017","goku",3
"7018","golan",2
"7019","gold",40
"7020","goldberg",2
"7021","golden",42
"7022","goldie",2
"7023","goldman",3
"7024","goldschmidt",2
"7025","goldstein",5
"7026","golf",11
"7027","goliath",4
"7028","golly",2
"7029","gomez",4
"7030","gone",94
"7031","gonna",47
"7032","gonzales",3
"7033","good",702
"7034","goodbye",7
"7035","goode",2
"7036","goodies",7
"7037","goodly",2
"7038","goodman",5
"7039","goodness",18
"7040","goodnight",5
"7041","goodreads",3
"7042","goods",17
"7043","goodwill",7
"7044","goodwin",2
"7045","goodyear",3
"7046","gooey",4
"7047","goof",2
"7048","goofing",2
"7049","google",25
"7050","googled",3
"7051","goosebumps",2
"7052","gop",15
"7053","gorbachev",2
"7054","gorda",3
"7055","gordon",6
"7056","gore",2
"7057","gorgeous",23
"7058","gorger",2
"7059","gorilla",6
"7060","gorillas",2
"7061","gosh",2
"7062","gospel",14
"7063","gospels",3
"7064","gossip",7
"7065","got",470
"7066","goth",4
"7067","gothic",3
"7068","gotta",21
"7069","gotten",33
"7070","gotye",2
"7071","gourmet",10
"7072","gov",30
"7073","govern",2
"7074","governance",6
"7075","governing",2
"7076","government",160
"7077","governments",18
"7078","governor",34
"7079","governors",4
"7080","gown",4
"7081","gowns",3
"7082","goyer",2
"7083","gps",5
"7084","gq",2
"7085","gr",5
"7086","grab",20
"7087","grabbed",16
"7088","grabbing",5
"7089","grabs",5
"7090","grace",38
"7091","graced",2
"7092","graceful",2
"7093","graces",2
"7094","gracious",2
"7095","graciously",3
"7096","grad",2
"7097","grade",51
"7098","grader",6
"7099","graders",4
"7100","grades",4
"7101","grading",4
"7102","gradual",4
"7103","gradually",10
"7104","graduate",23
"7105","graduated",11
"7106","graduates",4
"7107","graduating",6
"7108","graduation",12
"7109","graffiti",5
"7110","graham",9
"7111","grain",7
"7112","grains",3
"7113","grameen",5
"7114","grammar",3
"7115","grammatically",3
"7116","grammy",3
"7117","grand",47
"7118","grandchildren",9
"7119","granddaddy",2
"7120","grandeur",3
"7121","grandfather",9
"7122","grandma",13
"7123","grandmother",16
"7124","grandpa",8
"7125","grandparent",4
"7126","grandparents",6
"7127","grandson",2
"7128","granger",2
"7129","granite",7
"7130","granny",2
"7131","grant",29
"7132","granted",17
"7133","grants",4
"7134","grape",6
"7135","grapefruit",6
"7136","grapes",5
"7137","grapevine",3
"7138","graph",5
"7139","graphic",14
"7140","graphics",12
"7141","graser",2
"7142","grasp",9
"7143","grasping",2
"7144","grass",21
"7145","grasses",2
"7146","grassroots",3
"7147","grated",7
"7148","grateful",22
"7149","gratefully",2
"7150","gratification",2
"7151","gratitude",5
"7152","grave",10
"7153","gravel",3
"7154","gravitational",2
"7155","gravity",6
"7156","gravy",2
"7157","gray",15
"7158","gre",7
"7159","grease",6
"7160","greasy",3
"7161","great",445
"7162","greater",30
"7163","greatest",35
"7164","greatly",8
"7165","greatness",7
"7166","gree",5
"7167","greece",9
"7168","greed",5
"7169","greedy",3
"7170","greek",13
"7171","green",108
"7172","greena",2
"7173","greene",4
"7174","greenhouse",3
"7175","greens",15
"7176","greensfelder",3
"7177","greenwich",4
"7178","greenwood",5
"7179","greer",2
"7180","greet",4
"7181","greeted",5
"7182","greeting",5
"7183","greg",11
"7184","gregg",2
"7185","gregory",5
"7186","greinke",2
"7187","gresham",2
"7188","greta",2
"7189","gretchen",2
"7190","grew",44
"7191","grey",19
"7192","greyl",4
"7193","grid",3
"7194","grief",12
"7195","griffin",3
"7196","griffiths",2
"7197","grigsby",2
"7198","grill",14
"7199","grille",5
"7200","grilled",13
"7201","grilling",2
"7202","grime",2
"7203","grin",2
"7204","grinch",3
"7205","grind",3
"7206","grinder",2
"7207","grindhouse",2
"7208","grinding",2
"7209","grinning",6
"7210","grins",2
"7211","grip",5
"7212","grissom",2
"7213","grit",2
"7214","grits",4
"7215","gritty",2
"7216","groans",2
"7217","grocer",2
"7218","groceries",6
"7219","grocery",15
"7220","groin",2
"7221","grokster",2
"7222","gronkowski",2
"7223","groom",7
"7224","groovy",4
"7225","grope",3
"7226","gross",10
"7227","grossly",2
"7228","ground",72
"7229","groundbreaking",3
"7230","grounded",7
"7231","grounder",2
"7232","grounding",2
"7233","grounds",11
"7234","groundwork",3
"7235","group",151
"7236","grouper",3
"7237","grouping",3
"7238","groups",68
"7239","grove",8
"7240","grovel",2
"7241","grow",55
"7242","growing",69
"7243","growlers",3
"7244","grown",30
"7245","grownup",2
"7246","grows",7
"7247","growth",57
"7248","grudgingly",2
"7249","grueling",2
"7250","gu",3
"7251","guan",7
"7252","guarantee",9
"7253","guaranteed",5
"7254","guarantees",2
"7255","guard",39
"7256","guardian",10
"7257","guardians",2
"7258","guards",7
"7259","guardsmen",2
"7260","guatemala",2
"7261","gucci",5
"7262","guerra",3
"7263","guess",83
"7264","guessing",5
"7265","guest",25
"7266","guests",22
"7267","guevara",2
"7268","guidance",9
"7269","guide",27
"7270","guidebook",3
"7271","guided",9
"7272","guidelines",3
"7273","guides",4
"7274","guiding",4
"7275","guild",4
"7276","guilt",9
"7277","guilty",24
"7278","guinness",2
"7279","guitar",26
"7280","guitarist",9
"7281","guitars",4
"7282","gulf",2
"7283","gull",2
"7284","gum",2
"7285","gun",36
"7286","gunman",2
"7287","gunners",3
"7288","guns",13
